No.,English,IPA(美式),近似?,出现页,出现次数
4926,sweatpants,/swˈɛtpˌænts/,,35,1
4927,sweatshirt,/swˈɛtʃɝt/,,35,1
4928,swede,/swˈid/,,127,1
4929,Sweden,/ˈswiːdn/,,318,1
4930,sweep,/swˈip/,,79,1
4931,sweet,/swiːt/,,126,2
4932,sweet potato,/swˈit pətˈeɪtoʊ/,,127,1
4933,sweet spreads,/swˈit sprˈɛdz/,,136,1
4934,sweet trolley,/swˈit trˈɑli/,,154,1
4935,sweetcorn,/switkɔrrn/,是,124,1
4936,sweets,/swiːt/,,115,1
4937,swimming,/ˈswimiŋ/,,240,1
4938,swimming pool,/swˈɪmɪŋ pˈul/,,103,2
4939,swimsuit,/swˈɪmsˌut/,,267,1
4940,swing,/swiŋ/,,234,1
4941,swings,/swiŋ/,,265,1
4942,Swiss chard,/swˈɪs tʃˈɑrd/,,125,1
4943,switch,/switʃ/,,62,1
4944,Switzerland,/ˈswitsələnd/,,318,1
4945,sword,/sɑːd/,,238,1
4946,swordfish,/sˈɔrdfˌɪʃ/,,122,1
4947,symphony,/ˈsimfəni/,,258,1
4948,synagogue,/sˈɪnəgˌɔg/,,302,1
4949,synchronized swimming drown racing dive,/sˈɪŋkrənˌaɪzd swˈɪmɪŋ drˈaʊn rˈeɪsɪŋ dˈaɪv/,,241,1
4950,synthetic,/sinˈθetik/,,33,1
4951,Syria,/ˈsiriə/,,320,1
4952,syringe,/ˈsirindʒ/,,111,2
4953,syrup,/ˈsirəp/,,111,1
4954,system,/ˈsistəm/,,178,1
4955,t-shirt,/ˈtiː,ʃəːt/,,32,2
4956,tab,/tˈæb/,,175,1
4957,table,/ˈteɪbl/,,66,2
4958,table setting,/tˈeɪbəl sˈɛtɪŋ/,,154,1
4959,table tennis,/tˈeɪbəl tˈɛnəs/,,233,1
4960,tablecloth,/tˈeɪbəlklˌɔθ/,,66,1
4961,tack,/tˈæk/,,243,2
4962,tackle,/ˈtækl/,,222,4
4963,tackle box,/tˈækəl bˈɑks/,,246,1
4964,tadpole,/tˈædpoʊl/,,296,1
4965,tag,/tˈæg/,,231,1
4966,tai-chi,/tˈaɪ kˈaɪ/,,239,1
4967,tail,/teɪl/,,123,7
4968,tail light,/tˈeɪl lˈaɪt/,,206,1
4969,tailbone,/teɪlbɑn/,是,19,1
4970,tailgate,/tˈeɪlgˌeɪt/,,200,1
4971,tailor,/ˈteɪlə/,,193,1
4972,tailored,/tˈeɪlɚd/,,37,1
4973,tailor’s,/tˈeɪlɚ ˈɛs/,,117,1
4974,tailor’s chalk,/tʃɑːk/,,278,1
4975,tailor’s dummy,/tˈeɪlɚ ˈɛs dˈʌmi/,,278,1
4976,tailplane,/teɪlplæn/,是,212,1
4977,Tajikistan,/tˌɑdʒˈikɪstˌæn/,,320,1
4978,take a bath,/tˈeɪk ə bˈæθ/,,74,1
4979,Take a number,/tˈeɪk ə nˈʌmbɚ/,,145,1
4980,take a shower,/tˈeɪk ə ʃˈaʊɚ/,,74,1
4981,take notes,/tˈeɪk noʊts/,,165,1
4982,take off,/tˈeɪk ˈɔf/,,213,1
4983,take-away,/tˈeɪk əwˈeɪ/,,156,1
4984,talcum powder,/tˈælkəm pˈaʊdɚ/,,75,1
4985,tall,/tɑːl/,,323,1
4986,tambourine,/tˌæmbɚˈin/,,259,1
4987,tampon,/tˈæmpɑn/,,110,1
4988,tan,/tˈæn/,,43,1
4989,tandem,/tˈændəm/,,208,1
4990,tangerine,/tˌændʒɚˈin/,,128,1
4991,tank,/tæŋk/,,63,1
4992,Tanzania,/tænzˈeɪniə/,,319,1
4993,tap,/ˈtæp/,,63,2
4994,tap water,/tˈæp wˈɔtɚ/,,146,1
4995,tape,/teɪp/,,83,1
4996,tape dispenser,/tˈeɪp dɪspˈɛnsɚ/,,175,1
4997,tape measure,/tˈeɪp mˈɛʒɚ/,,82,2
4998,target,/ˈtɑːgit/,,251,1
4999,target shooting,/tˈɑrgət ʃˈutɪŋ/,,251,1
5000,tarmac,/tˈɑrmˌæk/,,189,1
5001,taro root,/tˈɛroʊ rˈut/,,126,1
5002,tarragon,/tɑrrræɡɑn/,是,135,1
5003,Tasmania,/tˌæzmˈeɪniə/,,321,1
5004,tattoo,/tˌætˈu/,,43,1
5005,tax,/tæks/,,98,1
5006,taxi driver,/tˈæksi drˈaɪvɚ/,,192,1
5007,taxi rank,/tˈæksi rˈæŋk/,,215,1
5008,tea,/tiː/,,146,4
5009,tea with lemon,/tˈi wˈɪð lˈɛmən/,,151,1
5010,tea with milk,/tˈi wˈɪð mˈɪlk/,,151,1
5011,teabag,/tibædʒ/,是,146,1
5012,teacher,/ˈtiːtʃə/,,56,3
5013,teacup,/tˈikˌəp/,,67,1
5014,team,/tiːm/,,222,2
5015,teapot,/ˈtiːpɑt/,,67,1
5016,tear,/tiə/,,53,1
5017,teaspoon,/tˈispˌun/,,67,1
5018,teat,/tiːt/,,77,1
5019,techniques,/tɛknˈiks/,,81,2
5020,teddy bear,/tˈɛdi bˈɛr/,,77,1
5021,tee-off,/tˈi ˈɔf/,,235,1
5022,teeing ground,/tˈiɪŋ grˈaʊnd/,,234,1
5023,teenager,/ˈtiːnidʒə/,,25,1
5024,telegram,/tˈɛləgrˌæm/,,100,1
5025,telephone,/ˈtelifoʊn/,,101,2
5026,telephone box,/tˈɛləfoʊn bˈɑks/,,101,1
5027,telescope,/tˈɛləskoʊp/,,283,1
5028,television,/ˈteli/,,180,1
5029,television studio,/tˈɛləvˌɪʒən stˈudioʊ/,,180,1
5030,temperature,/ˈtemprətʃə/,,288,1
5031,temperature gauge,/tˈɛmprətʃɚ gˈeɪdʒ/,,203,1
5032,temple,/templ/,,16,2
5033,ten,/ten/,,310,1
5034,ten past one,/tˈɛn pˈæst wˈʌn/,,306,1
5035,ten thousand,/tˈɛn θˈaʊzənd/,,311,1
5036,ten to two,/tˈɛn tˈu tˈu/,,306,1
5037,tenant,/tˈɛnənt/,,60,1
5038,tend,/tend/,,93,1
5039,tendon,/tˈɛndən/,,19,1
5040,tennis,/ˈtenis/,,232,1
5041,tennis shoes,/tˈɛnəs ʃˈuz/,,233,1
5042,tent,/tent/,,269,1
5043,tent peg,/tˈɛnt pˈɛg/,,268,1
5044,tent pole,/tˈɛnt poʊl/,,268,1
5045,tenth,/tenθ/,,311,1
5046,tequila,/təˈkiːlə/,,147,1
5047,terminal,/ˈtəːminəl/,,214,1
5048,termite,/tɝmaɪt/,,297,1
5049,terrace,/tˈɛrəs/,,150,1
5050,terraced,/tˈɛrəst/,,60,1
5051,territory,/ˈteritəri/,,317,1
5052,terry nappy,/tˈɛri næppaɪ/,是,32,1
5053,test,/test/,,51,1
5054,test tube,/tˈɛst tˈub/,,168,1
5055,testicle,/tˈɛstˌɪkəl/,,23,1
5056,text message,/tˈɛkst mˈɛsədʒ/,,101,1
5057,Thailand,/ˈtaɪlənd/,,320,1
5058,thank,/θæŋk/,,66,1
5059,Thank you,/θˈæŋk jˈu/,,324,2
5060,Thanksgiving,/ˈθæŋks/,,29,1
5061,That was,/ðˈæt wˈɑz/,,66,1
5062,That’s correct,/kəˈrekt/,,324,1
5063,That’s fine,/faɪn/,,324,1
5064,That’s wrong,/rɑŋ/,,324,1
5065,the day after tomorrow What’s the date,/ðə/,,309,1
5066,the day before yesterday,/ðə dˈeɪ bɪfˈɔr jˈɛstɚdˌeɪ/,,309,1
5067,The engine is overheating,/ðə ˈɛndʒən ˈɪz oʊvɚhˌitɪŋ/,,205,1
5068,theatre,/θˈiətɚ/,,256,2
5069,theme park,/θˈim pˈɑrk/,,264,1
5070,therapist,/ˈθerəpist/,,57,1
5071,there,/ðɛr/,,322,1
5072,There’s a,/eɪ/,,97,1
5073,There’s been an,/biːn/,,97,1
5074,thermals,/ˈθəːml/,,269,1
5075,thermometer,/θəˈmɑmitə/,,47,2
5076,thermosphere,/θɛrrmɑsfɛrr/,是,288,1
5077,thick,/θik/,,323,1
5078,thigh,/θˈaɪ/,,14,2
5079,thimble,/θˈɪmbəl/,,278,1
5080,thin,/θin/,,323,2
5081,third,/θəːd/,,311,1
5082,thirteenth,/ˈθəːtiːnθ/,,311,1
5083,thirtieth,/θɝtiəθ/,,311,1
5084,thirty,/θɝdˌi/,,310,1
5085,This,/θis/,,324,1
5086,this way up,/ðˈɪs wˈeɪ ˈʌp/,,100,1
5087,this week,/ðˈɪs wˈik/,,309,1
5088,thistle,/θˈɪsəl/,,299,1
5089,thoracic vertebrae,/θɔrˈæsɪk vɝtəbrˌeɪ/,,19,1
5090,thousand and,/θˈaʊzənd ənd/,,309,1
5091,thread,/θred/,,278,2
5092,thread guide,/θrˈɛd gˈaɪd/,,278,1
5093,thread reel,/θrˈɛd rˈil/,,278,1
5094,three,/θriː/,,310,1
5095,three hundred thirteen,/θrˈi hˈʌndrəd θɝtˈin/,,310,1
5096,three-door,/θrˈi dˈɔr/,,202,1
5097,three-point line,/θriːpɔint/,,228,1
5098,thriller,/ˈθrilə/,,257,1
5099,throat,/θroʊt/,,21,1
5100,throat lozenge,/θroʊt lˈɔzəndʒ/,,111,1
5101,throttle,/θrˈɑtəl/,,206,1
5102,through,/θruː/,,322,1
5103,throw,/θroʊ/,,223,2
5104,throw-in,/θrˈoʊ ɪn/,,225,2
5105,thruster,/θrˈʌstɚ/,,283,1
5106,thumb,/θʌm/,,17,1
5107,thunder,/ˈθʌndə/,,288,1
5108,thyme,/θˈaɪm/,,135,1
5109,thyroid gland,/θˈaɪrɔɪd glˈænd/,,20,1
5110,tibia,/tˈɪbiə/,,19,1
5111,ticket,/ˈtikit/,,211,3
5112,ticket inspector,/tˈɪkət ˌɪnspˈɛktɚ/,,211,1
5113,ticket office,/tˈɪkət ˈɔfɪs/,,218,1
5114,tie belt,/tˈaɪ bˈɛlt/,,34,1
5115,tie-pin,/tˈaɪ pˈɪn/,,38,1
5116,tiebreak,/tibrik/,是,232,1
5117,tiger,/ˈtaɪgə/,,293,1
5118,tights,/taɪt/,,36,3
5119,tile,/taɪl/,,60,2
5120,till,/til/,,108,2
5121,tiller,/tˈɪlɚ/,,242,1
5122,timber,/ˈtimbə/,,189,1
5123,time,/taɪm/,,236,2
5124,time out,/tˈaɪm ˈaʊt/,,222,1
5125,timer,/tˈaɪmɚ/,,168,1
5126,times,/taɪmz/,,167,2
5127,timetable,/ˈtaɪmteɪbl/,,199,3
5128,timing,/tˈaɪmɪŋ/,,205,1
5129,tin,/tin/,,291,1
5130,ting,/tˈɪŋ/,,199,1
5131,tinned food,/fuːd/,,109,1
5132,tip,/tip/,,38,4
5133,tissue,/ˈtiʃuː/,,110,1
5134,title,/ˈtaɪtl/,,170,1
5135,titles,/ˈtaɪtl/,,25,1
5136,to,/tuː/,,322,1
5137,To the left,/tˈu ðə lˈɛft/,,325,1
5138,To the right,/tˈu ðə rˈaɪt/,,325,1
5139,toad,/toʊd/,,296,1
5140,toast,/toʊst/,,159,1
5141,toasted sandwich,/toʊstɪd sˈændwɪtʃ/,,151,1
5142,toaster,/toʊstɚ/,,68,1
5143,tobacco,/təˈbækoʊ/,,114,2
5144,today tomorrow,/tədˈeɪ təmˈɑroʊ/,,308,1
5145,toddler,/ˈtɔdlə/,,32,1
5146,toe,/toʊ/,,17,1
5147,toe clip,/toʊ klˈɪp/,,209,1
5148,toe strap,/toʊ strˈæp/,,209,1
5149,toenail,/toʊnˌeɪl/,,17,1
5150,toilet,/ˈtɑilit/,,74,1
5151,toilet brush,/tˈɔɪlət brˈʌʃ/,,74,1
5152,toilet seat,/tˈɔɪlət sˈit/,,74,1
5153,toiletries,/ˈtɔilitri/,,43,2
5154,toilets,/ˈtɑilit/,,106,2
5155,toll booth,/toʊl bˈuθ/,,196,1
5156,tomato,/təˈmɑːtoʊ/,,127,2
5157,tomato juice,/təmˈeɪtoʊ dʒˈus/,,146,1
5158,tomato sauce,/təmˈeɪtoʊ sˈɔs/,,156,1
5159,tomorrow,/təˈmɑːroʊ/,,322,1
5160,toner,/toʊnɚ/,,43,1
5161,tongs,/tˈɑŋz/,,152,1
5162,tongue,/tʌŋ/,,21,3
5163,tonic water,/tˈɑnɪk wˈɔtɚ/,,146,1
5164,tonne,/tˈʌn/,,312,1
5165,tool rack,/tˈul rˈæk/,,80,1
5166,toolbar,/tˈulbˌɑr/,,179,1
5167,toolbox,/tˈulbˌɔks/,,82,1
5168,tools,/tuːlz/,,189,1
5169,tooth,/tuːθ/,,52,1
5170,toothache,/ˈtuːθeɪk/,,52,1
5171,toothbrush,/ˈtuːθbrʌʃ/,,74,1
5172,toothpaste,/ˈtuːθpeɪst/,,74,1
5173,top coat,/tˈɑp koʊt/,,85,1
5174,top dress,/tˈɑp drˈɛs/,,92,1
5175,top tier,/tˈɑp tˈir/,,143,1
5176,topaz,/toʊpˌæz/,,290,1
5177,topiary,/toʊpiˌɛri/,,89,1
5178,topping,/ˈtɑpiŋ/,,157,1
5179,topsoil,/tˈɑpsˌɔɪl/,,87,1
5180,torch,/tɑːtʃ/,,269,1
5181,tornado,/tɑːˈneɪdoʊ/,,289,1
5182,tortoise,/tˈɔrtəs/,,295,1
5183,touchdown,/ˈtʌtʃdaʊn/,,222,1
5184,tour guide,/tˈʊr gˈaɪd/,,262,1
5185,touring bike,/tˈʊrɪŋ bˈaɪk/,,208,1
5186,tourist,/ˈtuərist/,,262,1
5187,Tourist information,/tˈʊrəst ˌɪnfɚmˈeɪʃən/,,263,2
5188,tourmaline gneiss,/tˈʊrməlˌin nˈaɪs/,,290,1
5189,tournament,/ˈtəːnəmənt/,,235,1
5190,tow away,/toʊ əwˈeɪ/,,197,1
5191,tow truck,/toʊ trˈʌk/,,205,1
5192,towards,/təˈwɔdz/,,322,1
5193,towel rail,/tˈaʊəl rˈeɪl/,,74,1
5194,towels,/ˈtaʊrlz/,,75,1
5195,tower,/ˈtaʊr/,,302,1
5196,town,/taʊn/,,300,1
5197,town hall,/tˈaʊn hˈɔl/,,301,1
5198,toy,/tɑi/,,77,1
5199,toy basket,/tˈɔɪ bˈæskət/,,77,1
5200,toys,/tɑi/,,107,1
5201,track,/træk/,,211,2
5202,tracksuit,/træksut/,是,33,2
5203,traffic,/ˈtræfik/,,196,1
5204,traffic jam,/trˈæfɪk dʒˈæm/,,197,1
5205,traffic light,/trˈæfɪk lˈaɪt/,,196,1
5206,traffic policeman crash barrier,/trˈæfɪk pəlˈismən krˈæʃ bˈæriɚ/,,197,1
5207,trailer,/trˈeɪlɚ/,,268,1
5208,train,/treɪn/,,37,4
5209,trainer,/trˈeɪnɚ/,,39,1
5210,trainers,/trˈeɪnɚz/,,33,1
5211,tram,/trˈæm/,,198,2
5212,transformer,/trænsfˈɔrmɚ/,,62,1
5213,transmission driveshaft,/trænsˈmiʃən/,,204,1
5214,transplant,/trænsplˈænt/,,93,1
5215,TRANSPORT,/trænsˈpɑːt/,,195,25
5216,trapezium,/træpɛzɪʌm/,是,166,1
5217,trapezius deltoid,/træpɛzɪʌs dɛltɑɪd/,是,18,1
5218,trash,/træʃ/,,179,1
5219,travel agent,/trˈævəl ˈeɪdʒənt/,,192,1
5220,travel agent’s,/ˈtrævl/,,116,1
5221,travel sickness pills,/trˈævəl sˈɪknəs pˈɪlz/,,111,1
5222,traveller’s cheque,/tʃek/,,99,1
5223,tray,/treɪ/,,154,1
5224,tray-table,/trˈeɪ tˈeɪbəl/,,212,1
5225,tread,/trˈɛd/,,209,1
5226,tread water,/trˈɛd wˈɔtɚ/,,241,1
5227,treadmill,/ˈtredmil/,,252,1
5228,treatments,/ˈtriːtmənt/,,43,1
5229,treble clef note,/trˈɛbəl klˈɛf noʊt/,,258,1
5230,tree,/triː/,,88,1
5231,tremor,/trˈɛmɚ/,,285,1
5232,triangle,/ˈtraɪæŋgl/,,166,2
5233,triceps,/trˈaɪsˌɛps/,,18,1
5234,trifle,/trˈaɪfəl/,,143,1
5235,trim,/trim/,,92,1
5236,trimmer,/trˈɪmɚ/,,90,1
5237,Trinidad and Tobago,/trˈɪnɪdˌæd ənd təbˈeɪgoʊ/,,316,1
5238,tripod,/trˈaɪpˌɑd/,,168,3
5239,trolley,/ˈtrɑli/,,50,4
5240,trolley bus,/trˈɑli bˈʌs/,,198,1
5241,trombone,/trɑmboʊn/,,259,1
5242,tropic of Cancer,/trˈɑpɪk ˈʌv kˈænsɚ/,,285,1
5243,tropic of Capricorn,/trˈɑpɪk ˈʌv kˈæprəkɔrn/,,285,1
5244,tropical fruit,/trˈɑpɪkəl frˈut/,,131,1
5245,tropics,/ˈtrɑpik/,,285,1
5246,troposphere,/trɑpɑsfɛrr/,是,288,1
5247,trot,/trˈɑt/,,245,1
5248,trough,/trˈɔf/,,185,1
5249,trousers,/ˈtraʊzəz/,,34,2
5250,trout,/trˈaʊt/,,122,1
5251,trowel,/ˈtraʊrl/,,91,2
5252,truffle,/trˈʌfəl/,,127,1
5253,trug,/trʌdʒ/,是,90,1
5254,trumpet,/ˈtrʌmpit/,,259,1
5255,truncheon,/ˈtrʌntʃən/,,96,1
5256,trunk,/trʌŋk/,,293,2
5257,trunks,/trʌŋk/,,240,1
5258,try,/traɪ/,,223,1
5259,tuba,/ˈtjuːbə/,,259,1
5260,tube,/tjuːb/,,313,1
5261,tug boat,/tˈʌg boʊt/,,217,1
5262,tumble,/tˈʌmbəl/,,237,1
5263,tumble dryer,/tˈʌmbəl drˈaɪɚ/,,78,1
5264,tumbler,/tˈʌmblɚ/,,67,1
5265,tuna,/ˈtjuːnə/,,122,1
5266,tune,/tjuːn/,,181,1
5267,tune the radio,/tˈun ðə rˈeɪdioʊ/,,271,1
5268,tuning peg,/tˈunɪŋ pˈɛg/,,260,1
5269,Tunisia,/tˌunˈiʒə/,,319,1
5270,turbocharger spare tyre,/spɛr/,,205,1
5271,turf,/tɝf/,,92,1
5272,Turkey,/ˈtəːki/,,121,4
5273,Turkmenistan,/tɝkmˈɛnɪstˌæn/,,320,1
5274,turmeric,/tɝmərˌɪk/,,134,1
5275,turn the television,/tɝn ðə tˈɛləvˌɪʒən/,,271,1
5276,turn the television off stereo,/tɝn ðə tˈɛləvˌɪʒən ˈɔf stˈɛrioʊ/,,271,1
5277,turnip,/tɝnəp/,,126,1
5278,turpentine,/tɝpəntˌaɪn/,,85,1
5279,turquoise,/tɝkwɔɪz/,,291,1
5280,turret spire,/tɝət spˈaɪr/,,302,1
5281,turtle,/ˈtəːtl/,,295,1
5282,tusk,/tˈʌsk/,,293,1
5283,tutu,/tˈutˌu/,,193,1
5284,tweezers,/ˈtwiːzəz/,,49,2
5285,tweezers eye shadow,/twˈizɚz ˈaɪ ʃˈædoʊ/,,42,1
5286,twelfth,/twelfθ/,,311,1
5287,twelve,/twelv/,,310,1
5288,twenty,/twˈɛnti/,,310,1
5289,twenty five past one,/twˈɛnti fˈaɪv pˈæst wˈʌn/,,306,1
5290,twenty five to two,/twˈɛnti fˈaɪv tˈu tˈu/,,306,1
5291,twenty minutes,/twˈɛnti mˈɪnəts/,,306,1
5292,twenty past one,/twˈɛnti pˈæst wˈʌn/,,306,1
5293,twenty thousand,/twˈɛnti θˈaʊzənd/,,311,1
5294,twenty to two,/twˈɛnti tˈu tˈu/,,306,1
5295,twenty-one,/twˈɛntiwˌɔn/,,310,1
5296,twenty-second,/twˈɛnti sˈɛkənd/,,311,1
5297,twenty-third,/twˈɛnti θɝd/,,311,1
5298,twenty-two,/twˈɛntitˌu/,,310,1
5299,twig,/twˈɪg/,,298,1
5300,twin room,/twˈɪn rˈum/,,102,1
5301,twine,/twin/,,91,1
5302,twins,/twin/,,25,1
5303,twist ties,/twˈɪst tˈaɪz/,,91,1
5304,two,/tuː/,,309,2
5305,two hundred,/tˈu hˈʌndrəd/,,310,1
5306,two o’clock,/tuː/,,306,1
5307,two thousand,/tˈu θˈaʊzənd/,,309,1
5308,two thousand and one,/tˈu θˈaʊzənd ənd wˈʌn/,,309,1
5309,two-door,/tˈu dˈɔr/,,202,1
5310,types,/taɪp/,,201,2
5311,types of buses,/tˈaɪps ˈʌv bˈʌsɪz/,,198,1
5312,types of camera,/tˈaɪps ˈʌv kˈæmɚə/,,272,1
5313,types of farm,/tˈaɪps ˈʌv fˈɑrm/,,185,1
5314,types of fishing,/tˈaɪps ˈʌv fˈɪʃɪŋ/,,247,1
5315,types of plants,/tˈaɪps ˈʌv plˈænts/,,88,1
5316,types of train,/tˈaɪps ˈʌv trˈeɪn/,,210,1
5317,tyre,/ˈtaɪr/,,200,2
5318,tyre lever,/tˈaɪr lˈɛvɚ/,,209,1
5319,tyre pressure,/tˈaɪr prˈɛʃɚ/,,205,1
5320,Uganda,/ju(ː)ˈændə,uːˈændə/,,319,1
5321,ugli fruit,/fruːt/,,128,1
5322,ugly,/ˈʌgli/,,323,1
5323,Ukraine,/ju(ː)ˈkreɪn/,,318,1
5324,ulna,/ʌlnæ/,是,19,1
5325,ultraviolet rays,/ˌəltrəvˈaɪəlɪt rˈeɪz/,,288,1
5326,umbilical cord nurse,/əmbˈɪlɪkəl kˈɔrd nɝs/,,54,1
5327,umbrella,/ʌmˈbrelə/,,38,3
5328,umpire,/ˈʌmpˌaɪɚ/,,227,3
5329,uncle,/ʌŋkl/,,24,1
5330,unconscious,/ˌənkˈɑnʃəs/,,49,1
5331,uncooked meat,/miːt/,,144,1
5332,under,/ˈʌndə/,,322,1
5333,under par,/ˈʌndɚ pˈɑr/,,235,1
5334,undercoat,/ˈʌndɚkoʊt/,,85,1
5335,underexposed,/ʌndɛrrɛkspɑsɛd/,是,273,1
5336,undergraduate,/ˌəndɚgrˈædʒəwət/,,171,1
5337,underground map,/ˈʌndɚgrˌaʊnd mˈæp/,,211,1
5338,underground train,/ˈʌndɚgrˌaʊnd trˈeɪn/,,210,1
5339,underpass,/ˈʌndɚpˌæs/,,196,1
5340,underwear,/ˈʌndəwɛr/,,34,1
5341,uniform,/ˈjuːnifɑːm/,,96,1
5342,uniform machine-gun,/ˈjuːnifɑːm/,,191,1
5343,United Arab Emirates,/junˈaɪtɪd ˈærəb ˈɛmɚəts/,,320,1
5344,United Kingdom,/junˈaɪtɪd kˈɪŋdəm/,,318,1
5345,United States of America,/junˈaɪtɪd stˈeɪts ˈʌv əmˈɛrəkə/,,316,1
5346,universe,/ˈjuːnivəːs/,,282,1
5347,university,/jˌunəvɝsəti/,,301,1
5348,unleaded,/ənlˈɛdɪd/,,201,1
5349,unpasteurized,/ʌnpæstɛɝrɪzɛd/,是,139,1
5350,unpick,/ʌnpɪk/,是,279,1
5351,until,/ənˈtil/,,322,1
5352,up,/ʌp/,,322,1
5353,upper circle,/ˈʌpɚ sɝkəl/,,256,1
5354,upset,/əpsˈɛt/,,27,1
5355,Uranus,/ˈjuərənəs/,,282,1
5356,ureter,/ɝrɛtɛrr/,是,23,1
5357,urethra,/jɝˈiθrə/,,22,1
5358,urinary,/ˈjuərinəri/,,21,1
5359,urology,/juəˈrɑlədʒi/,,51,1
5360,Uruguay,/ˈuruwaɪ/,,317,1
5361,useful phrases,/jˈusfəl frˈeɪzəz/,,324,1
5362,usher,/ˈʌʃɚ/,,257,1
5363,uterus,/jˈutɚəs/,,22,2
5364,utility room,/jutˈɪləti rˈum/,,78,1
5365,Uzbekistan,/uzbˈɛkɪstˌæn/,,320,1
5366,v-neck,/ˈviːnek/,,35,1
5367,vacuum,/ˈˈvækjuəm/,,190,1
5368,vacuum cleaner,/vˈækjum klˈinɚ/,,79,1
5369,vacuum flask,/vˈækjum flˈæsk/,,269,1
5370,vagina,/vədʒˈaɪnə/,,22,1
5371,valance,/vælæns/,是,73,1
5372,valve,/vˈælv/,,63,2
5373,Vanuatu,/,vɑːnuːˈɑːtuː/,,321,1
5374,varnish,/ˈvɑːniʃ/,,81,2
5375,vas deferens,/væs dɛfɛrrɛns/,是,23,1
5376,vase,/veɪs/,,65,2
5377,vault,/vɑːlt/,,237,2
5378,veal,/vˈil/,,120,1
5379,vegetable,/ˈvedʒətəbl/,,87,1
5380,vegetable oil,/vˈɛdʒtəbəl ˈɔɪl/,,137,1
5381,vegetable plot,/vˈɛdʒtəbəl plˈɑt/,,184,1
5382,vegetables,/ˈvedʒətəbl/,,109,3
5383,veggie burger,/vˈɛdʒi bɝgɚ/,,157,1
5384,veil,/vˈeɪl/,,37,1
5385,vein,/vˈeɪn/,,21,1
5386,venetian blind,/vənˈiʃən blˈaɪnd/,,65,1
5387,Venezuela,/,veneˈzweɪlə/,,317,1
5388,venison,/vˈɛnəsən/,,120,1
5389,ventouse cup,/kʌp/,,55,1
5390,Venus,/ˈviːnəs/,,282,1
5391,verdict,/ˈvəːdikt/,,183,1
5392,vest,/vest/,,32,3
5393,vest trainers,/vˈɛst trˈeɪnɚz/,,253,1
5394,vet,/vet/,,191,1
5395,vibraphone,/vɪbræfɑn/,是,259,1
5396,video phone,/vˈɪdioʊ foʊn/,,101,1
5397,video recorder,/vˈɪdioʊ rɪkˈɔrdɚ/,,271,1
5398,video tape,/vˈɪdioʊ tˈeɪp/,,271,1
5399,Viet Nam,/viˈɛt nˈæm/,,320,1
5400,village,/ˈvilidʒ/,,301,1
5401,vine,/vaɪn/,,185,1
5402,vinegar,/ˈvinigə/,,137,2
5403,vineyard,/vˈɪnjɚd/,,185,1
5404,vintage,/ˈvintidʒ/,,201,1
5405,viola cello,/vaɪoʊlə tʃˈɛloʊ/,,258,1
5406,violin,/vaɪəlˈɪn/,,258,1
5407,virus,/ˈvaɪrrəs/,,46,1
5408,visa,/ˈviːzə/,,215,1
5409,vision,/ˈviʒən/,,53,1
5410,visiting hours,/vˈɪzɪtɪŋ ˈaʊɚz/,,50,1
5411,visor,/ˈvaɪzə/,,207,1
5412,vitamins,/vaɪtəmɪnz/,,110,1
5413,vocabulary,/vəˈkæbjuləri/,,22,113
5414,vocabulary foreign currency,/voʊkˈæbjəlˌɛri fˈɔrən kɝənsi/,,99,1
5415,vocabulary office equipment,/voʊkˈæbjəlˌɛri ˈɔfɪs ɪkwˈɪpmənt/,,174,1
5416,vocabulary petrol station,/voʊkˈæbjəlˌɛri pˈɛtroʊl stˈeɪʃən/,,201,1
5417,vocal cords,/voʊkəl kˈɔrdz/,,21,1
5418,vodka and orange,/vˈɑdkə ənd ˈɔrəndʒ/,,153,1
5419,voice message,/vˈɔɪs mˈɛsədʒ/,,101,1
5420,volley,/vˈɑli/,,233,1
5421,volleyball,/ˈvɑlibɑːl/,,229,1
5422,voltage,/ˈvoʊltidʒ/,,62,1
5423,volume,/ˈvɑljum/,,167,4
5424,vomit,/vˈɑmət/,,46,1
5425,waders reel,/wˈeɪdɚz rˈil/,,246,1
5426,waffles,/wˈɑfəlz/,,159,1
5427,waist,/weɪst/,,14,1
5428,waistband sports bra,/spɔts/,,37,1
5429,waistcoat,/weɪstkoʊt/,是,35,1
5430,waiter,/ˈweɪtə/,,150,1
5431,waiting room,/wˈeɪtɪŋ rˈum/,,47,1
5432,waitress,/ˈweɪtris/,,193,1
5433,wake up,/wˈeɪk ˈʌp/,,73,1
5434,walk,/wɑːk/,,245,1
5435,walking boot,/wˈɔkɪŋ bˈut/,,39,1
5436,walking boots,/wˈɔkɪŋ bˈuts/,,269,1
5437,walkway,/wˈɔkwˌeɪ/,,214,1
5438,wall,/wɑːl/,,60,3
5439,wall light,/wˈɔl lˈaɪt/,,64,1
5440,wallet,/ˈwɑlit/,,39,1
5441,wallpaper,/ˈwɑːlpeɪpə/,,84,2
5442,wallpaper brush decorator,/wˈɔlpˌeɪpɚ brˈʌʃ dˈɛkɚˌeɪtɚ/,,84,1
5443,wallpaper paste,/wˈɔlpˌeɪpɚ pˈeɪst/,,84,1
5444,walnut,/wˈɔlnˌət/,,131,1
5445,walnut oil,/wˈɔlnˌət ˈɔɪl/,,136,1
