No.,English,中文,拼音,中文+拼音
4404,monkey,猴子,hóuzi,猴子 hóuzi
4405,tiger,虎,hǔ,虎 hǔ
4406,crow,乌鸦,wūyā,乌鸦 wūyā
4407,gull,海鸥,hǎi’ōu,海鸥 hǎi’ōu
4408,ostrich,鸵鸟,tuóniǎo,鸵鸟 tuóniǎo
4409,stork,鹳,guàn,鹳 guàn
4410,eagle,鹰,yīng,鹰 yīng
4411,woodpecker,啄木鸟,zhuómùniǎo,啄木鸟 zhuómùniǎo
4412,sparrow,麻雀,máquè,麻雀 máquè
4413,canary,金丝雀,jīnsīquè,金丝雀 jīnsīquè
4414,flamingo,火烈鸟,huǒlièniǎo,火烈鸟 huǒlièniǎo
4415,penguin,企鹅,qǐé,企鹅 qǐé
4416,hummingbird,蜂鸟,fēngniǎo,蜂鸟 fēngniǎo
4417,owl,猫头鹰,māotóuyīng,猫头鹰 māotóuyīng
4418,pelican,鹈鹕,tíhú,鹈鹕 tíhú
4419,pigeon,鸽子,gēzi,鸽子 gēzi
4420,swallow,燕子,yànzi,燕子 yànzi
4421,falcon,隼,sǔn,隼 sǔn
4422,snout,吻,wěn,吻 wěn
4423,feather,羽毛,yǔmáo,羽毛 yǔmáo
4424,parrot,鹦鹉,yīngwǔ,鹦鹉 yīngwǔ
4425,snake,蛇,shé,蛇 shé
4426,turtle,海龟,hǎiguī,海龟 hǎiguī
4427,alligator,短吻鳄,duǎnwěn’è,短吻鳄 duǎnwěn’è
4428,pheasant,雉,zhì,雉 zhì
4429,swan,天鹅,tiāné,天鹅 tiāné
4430,crocodile,鳄鱼,èyú,鳄鱼 èyú
4431,iguana,鬣蜥,lièxī,鬣蜥 lièxī
4432,lizard,蜥蜴,xīyì,蜥蜴 xīyì
4433,cockatoo,美冠鹦鹉,měiguàn yīngwǔ,美冠鹦鹉 měiguàn yīngwǔ
4434,peacock,孔雀,kǒngquè,孔雀 kǒngquè
4435,tortoise,龟,guī,龟 guī
4436,sea horse,海马,hǎimǎ,海马 hǎimǎ
4437,gill,鳃,sāi,鳃 sāi
4438,pectoral fin,胸鳍,xiōngqí,胸鳍 xiōngqí
4439,shark,鲨鱼,shāyú,鲨鱼 shāyú
4440,ray,魟鱼,hóngyú,魟鱼 hóngyú
4441,tadpole,蝌蚪,kēdǒu,蝌蚪 kēdǒu
4442,frog,蛙,wā,蛙 wā
4443,goldfish,金鱼,jīnyú,金鱼 jīnyú
4444,salamander,蝾螈,róngyuán,蝾螈 róngyuán
4445,toad,蟾蜍,chánchú,蟾蜍 chánchú
4446,dorsal fin,背鳍,bèiqí,背鳍 bèiqí
4447,eel,鳗鱼,mányú,鳗鱼 mányú
4448,cockroach,蟑螂,zhāngláng,蟑螂 zhāngláng
4449,starfish,海星,hǎixīng,海星 hǎixīng
4450,snail,蜗牛,wōniú,蜗牛 wōniú
4451,dragonfly,蜻蜓,qīngtíng,蜻蜓 qīngtíng
4452,mosquito,蚊子,wénzi,蚊子 wénzi
4453,spider,蜘蛛,zhīzhū,蜘蛛 zhīzhū
4454,praying mantis,螳螂,tángláng,螳螂 tángláng
4455,butterfly,蝴蝶,húdié,蝴蝶 húdié
4456,caterpillar,毛虫,máochóng,毛虫 máochóng
4457,wasp,黄蜂,huángfēng,黄蜂 huángfēng
4458,termite,白蚁,báiyǐ,白蚁 báiyǐ
4459,antenna,触角,chùjiǎo,触角 chùjiǎo
4460,ant,蚂蚁,mǎyǐ,蚂蚁 mǎyǐ
4461,centipede,蜈蚣,wúgōng,蜈蚣 wúgōng
4462,grasshopper,蚱蜢,zhàměng,蚱蜢 zhàměng
4463,cocoon,茧,jiǎn,茧 jiǎn
4464,bee,蜜蜂,mìfēng,蜜蜂 mìfēng
4465,ladybird,瓢虫,piáochóng,瓢虫 piáochóng
4466,moth,蛾,é,蛾 é
4467,scorpion,蝎子,xiēzi,蝎子 xiēzi
4468,slug,蛞蝓,kuòyú,蛞蝓 kuòyú
4469,beetle,甲壳虫,jiǎqiàochóng,甲壳虫 jiǎqiàochóng
4470,twig,细枝,xìzhī,细枝 xìzhī
4471,poplar,白杨,báiyáng,白杨 báiyáng
4472,eucalyptus,桉树,ānshù,桉树 ānshù
4473,larch,落叶松,luòyèsōng,落叶松 luòyèsōng
4474,holly,冬青树,dōngqīngshù,冬青树 dōngqīngshù
4475,elm,榆树,yúshù,榆树 yúshù
4476,willow,柳树,liǔshù,柳树 liǔshù
4477,beech,山毛榉,shānmáojǔ,山毛榉 shānmáojǔ
4478,pine,松树,sōngshù,松树 sōngshù
4479,maple,枫树,fēngshù,枫树 fēngshù
4480,bark,树皮,shùpí,树皮 shùpí
4481,berry,浆果,jiāngguǒ,浆果 jiāngguǒ
4482,cedar,雪松,xuěsōng,雪松 xuěsōng
4483,birch,桦树,huàshù,桦树 huàshù
4484,calyx,花萼,huā’è,花萼 huā’è
4485,petal,花瓣,huābàn,花瓣 huābàn
4486,poppy,罂粟,yīngsù,罂粟 yīngsù
4487,thistle,蓟,jì,蓟 jì
4488,buttercup,毛茛,máogèn,毛茛 máogèn
4489,lupins,羽扇豆,yǔshàndòu,羽扇豆 yǔshàndòu
4490,bluebells,野风信子,yěfēngxìnzǐ,野风信子 yěfēngxìnzǐ
4491,foxglove,毛地黄,máodìhuáng,毛地黄 máodìhuáng
4492,stamen,雄蕊,xióngruǐ,雄蕊 xióngruǐ
4493,primrose,樱草,yīngcǎo,樱草 yīngcǎo
4494,honeysuckle,忍冬,rěndōng,忍冬 rěndōng
4495,clover,苜蓿,mùxu,苜蓿 mùxu
4496,flower,花,huā,花 huā
4497,nettle,荨麻,qiánmá,荨麻 qiánmá
4498,heather,石南花,shínánhuā,石南花 shínánhuā
4499,street corner,街角,jiējiǎo,街角 jiējiǎo
4500,pavement,人行道,rénxíngdào,人行道 rénxíngdào
4501,street light,路灯,lùdēng,路灯 lùdēng
4502,car park,停车场,tíngchēchǎng,停车场 tíngchēchǎng
4503,shop,商店,shāngdiàn,商店 shāngdiàn
4504,office block,办公楼,bàngōnglóu,办公楼 bàngōnglóu
4505,street sign,路标,lùbiāo,路标 lùbiāo
4506,street,街道,jiēdào,街道 jiēdào
4507,intersection,十字路口,shízìlùkǒu,十字路口 shízìlùkǒu
4508,block,公寓楼,gōngyùlóu apartment,公寓楼 gōngyùlóu apartment
4509,alley,小巷,xiǎoxiàng,小巷 xiǎoxiàng
4510,one-way system,单行道,dānhángdào,单行道 dānhángdào
4511,kerb,路沿,lùyán,路沿 lùyán
4512,church,教堂,jiàotáng,教堂 jiàotáng
4513,manhole,检修井,jiǎnxiūjǐng,检修井 jiǎnxiūjǐng
4514,pedestrian zone,步行区,bùxíngqū,步行区 bùxíngqū
4515,avenue,林阴道,línyīndào,林阴道 línyīndào
4516,industrial estate,工业区,gōngyèqū,工业区 gōngyèqū
4517,cinema,电影院,diànyǐngyuàn,电影院 diànyǐngyuàn
4518,school,学校,xuéxiào,学校 xuéxiào
4519,suburb,郊区,jiāoqū,郊区 jiāoqū
4520,city,市区,shìqū,市区 shìqū
4521,town hall,市政厅,shìzhèngtīng,市政厅 shìzhèngtīng
4522,side street,小街,xiǎojiē,小街 xiǎojiē
4523,university,大学,dàxué,大学 dàxué
4524,village,村庄,cūnzhuāng,村庄 cūnzhuāng
4525,factory,工厂,gōngchǎng,工厂 gōngchǎng
4526,theatre,剧院,jùyuàn,剧院 jùyuàn
4527,skyscraper,摩天大楼,mótiān dàlóu,摩天大楼 mótiān dàlóu
4528,library,图书馆,túshūguǎn,图书馆 túshūguǎn
4529,cornice,檐口,yánkǒu,檐口 yánkǒu
4530,tower,塔,tǎ,塔 tǎ
4531,finial,尖顶饰,jiāndǐngshì,尖顶饰 jiāndǐngshì
4532,dome,圆顶,yuándǐng,圆顶 yuándǐng
4533,turret,角楼,jiǎolóu,角楼 jiǎolóu
4534,castle,城堡,chéngbǎo,城堡 chéngbǎo
4535,spire,尖顶,jiāndǐng,尖顶 jiāndǐng
4536,pillar,柱,zhù,柱 zhù
4537,synagogue,犹太教会堂,yóutàijiào huìtáng,犹太教会堂 yóutàijiào huìtáng
4538,dam,水坝,shuǐbà,水坝 shuǐbà
4539,moat,壕沟,háogōu,壕沟 háogōu
4540,gable,三角墙,sānjiǎoqiáng,三角墙 sānjiǎoqiáng
4541,mosque,清真寺,qīngzhēnsì,清真寺 qīngzhēnsì
4542,art nouveau,新艺术风格,xīn yìshù fēnggé,新艺术风格 xīn yìshù fēnggé
4543,architrave,柱顶楣梁,zhùdǐng méiliáng,柱顶楣梁 zhùdǐng méiliáng
4544,frieze,檐壁,yánbì,檐壁 yánbì
4545,neoclassical,新古典主义风格,xīn gǔdiǎnzhǔyì fēnggé,新古典主义风格 xīn gǔdiǎnzhǔyì fēnggé
4546,rococo,洛可可式,luòkěkěshì,洛可可式 luòkěkěshì
4547,art deco,装饰艺术风格,zhuāngshìyìshù fēnggé,装饰艺术风格 zhuāngshìyìshù fēnggé
4548,choir,圣坛,shèngtán,圣坛 shèngtán
4549,Renaissance,文艺复兴时期风格,wényìfùxīng shíqī fēnggé,文艺复兴时期风格 wényìfùxīng shíqī fēnggé
4550,buttress,扶墙,fúqiáng,扶墙 fúqiáng
4551,baroque,巴洛克式,bāluòkèshì,巴洛克式 bāluòkèshì
4552,pediment,三角楣,sānjiǎoméi,三角楣 sānjiǎoméi
4553,reference,日常便览,rìcháng biànlǎn,日常便览 rìcháng biànlǎn
4554,two o’clock,两点钟,liǎngdiǎn zhōng,两点钟 liǎngdiǎn zhōng
4555,five past one,一点五分,yìdiǎn wǔ fēn,一点五分 yìdiǎn wǔ fēn
4556,ten past one,一点十分,yìdiǎn shí fēn,一点十分 yìdiǎn shí fēn
4557,ten to two,一点五十分,yìdiǎn wǔshí fēn,一点五十分 yìdiǎn wǔshí fēn
4558,twenty five to two,一点三十五分,yìdiǎn sānshíwǔ fēn,一点三十五分 yìdiǎn sānshíwǔ fēn
4559,twenty five past one,一点二十五分,yìdiǎn èrshíwǔ fēn,一点二十五分 yìdiǎn èrshíwǔ fēn
4560,It’s three o’clock.,三点了,。 sāndiǎn le.,三点了 。 sāndiǎn le.
4561,hour,一刻钟,yí kèzhōng a quarter of an,一刻钟 yí kèzhōng a quarter of an
4562,twenty minutes,二十分钟,èrshí fēnzhōng,二十分钟 èrshí fēnzhōng
4563,forty minutes,四十分钟,sìshí fēnzhōng,四十分钟 sìshí fēnzhōng
4564,second,秒,miǎo,秒 miǎo
4565,minute,分钟,fēnzhōng,分钟 fēnzhōng
4566,minute hand,分针,fēnzhēn,分针 fēnzhēn
4567,twenty to two,一点四十分,yìdiǎn sìshí fēn,一点四十分 yìdiǎn sìshí fēn
4568,quarter to two,一点四十五分,yìdiǎn sānshíwǔ fēn,一点四十五分 yìdiǎn sānshíwǔ fēn
4569,one thirty,一点半,yìdiǎnbàn,一点半 yìdiǎnbàn
4570,What time is it?,几点了,？ jǐ diǎn le?,几点了 ？ jǐ diǎn le?
4571,hour hand,时针,shízhēn,时针 shízhēn
4572,second hand,秒针,miǎozhēn,秒针 miǎozhēn
4573,quarter past one,一点十五分,yìdiǎn shíwǔ fēn,一点十五分 yìdiǎn shíwǔ fēn
4574,twenty past one,一点二十分,yìdiǎn èrshí fēn,一点二十分 yìdiǎn èrshí fēn
4575,now,现在,xiànzài,现在 xiànzài
4576,later,以后,yǐhòu,以后 yǐhòu
4577,half an hour,半小时,bàn xiǎoshí,半小时 bàn xiǎoshí
4578,five to two,一点五十五分,yìdiǎn wǔshíwǔ fēn,一点五十五分 yìdiǎn wǔshíwǔ fēn
4579,midday,正午,zhèngwǔ,正午 zhèngwǔ
4580,What time does it ﬁnish?,几点结束,？ jǐdiǎn jiéshù?,几点结束 ？ jǐdiǎn jiéshù?
4581,It’s getting late.,天晚了,。 tiān wǎnle.,天晚了 。 tiān wǎnle.
4582,How long will it last?,会持续多久,？ huì chíxù duōjiǔ?,会持续多久 ？ huì chíxù duōjiǔ?
4583,You’re early.,你来早了,。 nǐ lái zǎo le.,你来早了 。 nǐ lái zǎo le.
4584,You’re late.,你迟到了,。 nǐ chídào le.,你迟到了 。 nǐ chídào le.
4585,I’ll be there soon.,我马上就到,。 wǒ mǎshàng jiùdào.,我马上就到 。 wǒ mǎshàng jiùdào.
4586,Please be on time.,请准时些,。 qǐng zhǔnshí xiē.,请准时些 。 qǐng zhǔnshí xiē.
4587,I’ll see you later.,待会儿见,。 dàihuìer jiàn.,待会儿见 。 dàihuìer jiàn.
4588,sunset,日落,rìluò,日落 rìluò
4589,early,早,zǎo,早 zǎo
4590,on time,准时,zhǔnshí,准时 zhǔnshí
4591,late,迟,chí,迟 chí
4592,Sunday,星期日,xīngqīrì,星期日 xīngqīrì
4593,Saturday,星期六,xīngqīliù,星期六 xīngqīliù
4594,Friday,星期五,xīngqīwǔ,星期五 xīngqīwǔ
4595,Thursday,星期四,xīngqīsì,星期四 xīngqīsì
4596,Wednesday,星期三,xīngqīsān,星期三 xīngqīsān
4597,Tuesday,星期二,xīngqīèr,星期二 xīngqīèr
4598,Monday,星期一,xīngqīyī,星期一 xīngqīyī
4599,November,十一月,shíyīyuè,十一月 shíyīyuè
4600,December,十二月,shíèryuè,十二月 shíèryuè
4601,September,九月,jiǔyuè,九月 jiǔyuè
4602,October,十月,shíyuè,十月 shíyuè
4603,July,七月,qīyuè,七月 qīyuè
4604,August,八月,bāyuè,八月 bāyuè
4605,May,五月,wǔyuè,五月 wǔyuè
4606,June,六月,liùyuè,六月 liùyuè
4607,March,三月,sānyuè,三月 sānyuè
4608,April,四月,sìyuè,四月 sìyuè
4609,January,一月,yīyuè,一月 yīyuè
4610,February,二月,èryuè,二月 èryuè
4611,month,月,yuè,月 yuè
4612,weekend,周末,zhōumò,周末 zhōumò
4613,yesterday,昨天,zuótiān,昨天 zuótiān
4614,tomorrow,明天,míngtiān,明天 míngtiān
4615,today,今天,jīntiān,今天 jīntiān
4616,work day,工作日,gōngzuòrì,工作日 gōngzuòrì
4617,week,星期,xīngqī,星期 xīngqī
4618,day,日,rì,日 rì
4619,the day after tomorrow,后天,hòutiān,后天 hòutiān
4620,weekly,每周,měizhōu,每周 měizhōu
4621,monthly,每月,měiyuè,每月 měiyuè
4622,What’s the date today?,今天几号,？ jīntiān jǐhào?,今天几号 ？ jīntiān jǐhào?
4623,thousand and two.,今天是二二年二月七日,"○○。 jīntiān shì èrlínglíngèr nián èryuè qīrì. It’s February seventh, two","今天是二二年二月七日 ○○。 jīntiān shì èrlínglíngèr nián èryuè qīrì. It’s February seventh, two"
4624,this week,本周,běnzhōu,本周 běnzhōu
4625,last week,上周,shàngzhōu,上周 shàngzhōu
4626,next week,下周,xiàzhōu,下周 xiàzhōu
4627,the day before yesterday,前天,qiántiān,前天 qiántiān
4628,century,世纪,shìjì,世纪 shìjì
4629,decade,十年,shínián,十年 shínián
4630,millennium,千年,qiānnián,千年 qiānnián
4631,fortnight,两周,liǎngzhōu,两周 liǎngzhōu
4632,third,第三,dìsān,第三 dìsān
4633,first,第一,dìyī,第一 dìyī
4634,millimetre,毫米,háomǐ,毫米 háomǐ
4635,inch,英寸,yīngcùn,英寸 yīngcùn
4636,kilogram,千克,qiānkè,千克 qiānkè
4637,measure (v),测量,cèliáng,测量 cèliáng
4638,weigh (v),称重量,chēng zhòngliàng,称重量 chēng zhòngliàng
4639,yard,码,mǎ,码 mǎ
4640,metre,米,mǐ,米 mǐ
4641,pan,秤盘,chèngpán,秤盘 chèngpán
4642,pound,磅,bàng,磅 bàng
4643,kilometre,公里,gōnglǐ,公里 gōnglǐ
4644,ounce,盎司,àngsī,盎司 àngsī
4645,square metre,平方米,píngfāng mǐ,平方米 píngfāng mǐ
4646,square foot,平方英尺,píngfāng yīngchǐ,平方英尺 píngfāng yīngchǐ
4647,mile,英里,yīnglǐ,英里 yīnglǐ
4648,centimetre,厘米,límǐ,厘米 límǐ
4649,gram,克,kè,克 kè
4650,tonne,吨,dūn,吨 dūn
4651,milligram,毫克,háokè,毫克 háokè
4652,bag,袋,dài,袋 dài
4653,pack,纸盒,zhǐhé,纸盒 zhǐhé
4654,tube,软管,ruǎnguǎn,软管 ruǎnguǎn
4655,packet,包,bāo,包 bāo
4656,gallon,加仑,jiālún,加仑 jiālún
4657,quart,夸脱,kuātuō,夸脱 kuātuō
4658,litre,升,shēng,升 shēng
4659,pint,品脱,pǐntuō,品脱 pǐntuō
4660,half-litre,半升,bànshēng,半升 bànshēng
4661,spray can,喷雾罐,pēnwùguàn,喷雾罐 pēnwùguàn
4662,millilitre,毫升,háoshēng,毫升 háoshēng
4663,dispenser,喷水器,pēnshuǐqì I liquid,喷水器 pēnshuǐqì I liquid
4664,roll,卷,juǎn,卷 juǎn
4665,carton,硬纸盒,yìngzhǐhé,硬纸盒 yìngzhǐhé
4666,west,西,xī,西 xī
4667,south,南,nán,南 nán
4668,Caribbean Sea,加勒比海,jiālèbǐ hǎi,加勒比海 jiālèbǐ hǎi
4669,Arctic Ocean,北冰洋,běibīng yáng,北冰洋 běibīng yáng
4670,Atlantic Ocean,大西洋,dàxī yáng,大西洋 dàxī yáng
4671,Amazonia,亚马孙平原,yàmǎsūn píngyuán,亚马孙平原 yàmǎsūn píngyuán
4672,Rocky Mountains,落基山脉,luòjī shānmài,落基山脉 luòjī shānmài
4673,north,北,běi,北 běi
4674,North Sea,北海,běihǎi,北海 běihǎi
4675,Andes,安第斯山脉,āndìsī shānmài,安第斯山脉 āndìsī shānmài
4676,east,东,dōng,东 dōng
4677,Pacific Ocean,太平洋,tàipíng yáng,太平洋 tàipíng yáng
4678,Black Sea,黑海,hēihǎi,黑海 hēihǎi
4679,Siberia,西伯利亚,xībólìyà,西伯利亚 xībólìyà
4680,Arabian Sea,阿拉伯海,ālābó hǎi,阿拉伯海 ālābó hǎi
4681,Baltic Sea,波罗的海,bōluódì hǎi,波罗的海 bōluódì hǎi
4682,Sahara Desert,撒哈拉沙漠,sāhālā shāmò,撒哈拉沙漠 sāhālā shāmò
4683,Himalayas,喜马拉雅山脉,xǐmǎlāyǎ shānmài,喜马拉雅山脉 xǐmǎlāyǎ shānmài
4684,Southern Ocean,南大洋,nándàyáng,南大洋 nándàyáng
4685,Red Sea,红海,hónghǎi,红海 hónghǎi
4686,Caspian Sea,里海,lǐhǎi,里海 lǐhǎi
4687,Indian Ocean,印度洋,yìndù yáng,印度洋 yìndù yáng
4688,Mediterranean Sea,地中海,dìzhōng hǎi,地中海 dìzhōng hǎi
4689,nation,民族,mínzú,民族 mínzú
4690,state,主权国家,zhǔquán guójiā,主权国家 zhǔquán guójiā
4691,zone,地域,dìyù,地域 dìyù
4692,district,行政区,xíngzhèngqū,行政区 xíngzhèngqū
4693,region,地区,dìqū,地区 dìqū
4694,capital,首都,shǒudū,首都 shǒudū
4695,province,省,shěng,省 shěng
4696,territory,领土,lǐngtǔ,领土 lǐngtǔ
4697,colony,殖民地,zhímíndì,殖民地 zhímíndì
4698,principality,公国,gōngguó,公国 gōngguó
4699,French Guiana,加拉帕戈斯群岛,jiālāpàgēsī qúndǎo,加拉帕戈斯群岛 jiālāpàgēsī qúndǎo
4700,to,到去,... dào…qù,到去 ... dào…qù
4701,over,在上方,... zài…shàngfāng,在上方 ... zài…shàngfāng
4702,in front of,在前面,... zài…qiánmian,在前面 ... zài…qiánmian
4703,onto,在上,... zài…shàng,在上 ... zài…shàng
4704,in,在里,... zài…lǐ,在里 ... zài…lǐ
4705,above,在上面,... zài…shàngmian,在上面 ... zài…shàngmian
4706,inside,在里面,... zài…lǐmiàn,在里面 ... zài…lǐmiàn
4707,up,向上,xiàngshàng,向上 xiàngshàng
4708,at,在,zài,在 zài
4709,through,穿越,chuānyuè,穿越 chuānyuè
4710,on top of,在之上,... zài…zhīshàng,在之上 ... zài…zhīshàng
4711,between,在之间,... zài…zhījiān,在之间 ... zài…zhījiān
4712,near,在附近,... zài…fùjìn,在附近 ... zài…fùjìn
4713,here,这里,zhèlǐ,这里 zhèlǐ
4714,from,从来,... cóng…lái,从来 ... cóng…lái
4715,under,在下方,... zài…xiàfāng,在下方 ... zài…xiàfāng
4716,behind,在后面,... zài…hòumian,在后面 ... zài…hòumian
4717,into,到里,... dào…lǐ,到里 ... dào…lǐ
4718,below,在下面,... zài…xiàmian,在下面 ... zài…xiàmian
4719,outside,在外面,... zài…wàimiàn,在外面 ... zài…wàimiàn
4720,down,向下,xiàngxià,向下 xiàngxià
4721,beyond,超出,chāochū,超出 chāochū
4722,around,在周围,... zài…zhōuwéi,在周围 ... zài…zhōuwéi
4723,beside,在旁边,... zài…pángbiān,在旁边 ... zài…pángbiān
4724,opposite,在对面,... zài…duìmiàn,在对面 ... zài…duìmiàn
4725,far,离远,... lí…yuǎn,离远 ... lí…yuǎn
4726,there,那里,nàli,那里 nàli
4727,for,为,wèi,为 wèi
4728,along,沿着,... yánzhe…,沿着 ... yánzhe…
4729,with,连同,liántóng,连同 liántóng
4730,before,在之前,... zài…zhīqián,在之前 ... zài…zhīqián
4731,by,不迟于,... bùchíyú…,不迟于 ... bùchíyú…
4732,always,一直,yìzhí,一直 yìzhí
4733,often,经常,jīngcháng,经常 jīngcháng
4734,every,每,… měi…,每 … měi…
4735,about,关于,guānyú,关于 guānyú
4736,a little,一点儿,yìdiǎn’er,一点儿 yìdiǎn’er
4737,towards,向方向,... xiàng…fāngxiàng,向方向 ... xiàng…fāngxiàng
4738,across,越过,yuèguò,越过 yuèguò
4739,without,没有,... méiyǒu…,没有 ... méiyǒu…
4740,after,在之后,... zài…zhīhòu,在之后 ... zài…zhīhòu
4741,until,直到,... zhídào…,直到 ... zhídào…
4742,never,从不,cóngbù,从不 cóngbù
4743,rarely,很少,hěnshǎo,很少 hěnshǎo
4744,last,最后,zuìhòu,最后 zuìhòu
4745,some,一些,yìxiē,一些 yìxiē
4746,exactly,准确地,zhǔnquèdì,准确地 zhǔnquèdì
4747,a lot,很多,hěnduō,很多 hěnduō
4748,large,大,dà,大 dà
4749,wide,宽,kuān,宽 kuān
4750,tall,高大,gāodà,高大 gāodà
4751,high,高,gāo,高 gāo
4752,thick,厚,hòu,厚 hòu
4753,good,好,hǎo,好 hǎo
4754,fast,快,kuài,快 kuài
4755,correct,正确,zhèngquè,正确 zhèngquè
4756,clean,干净,gānjìng,干净 gānjìng
4757,beautiful,好看,hǎokàn,好看 hǎokàn
4758,expensive,贵,guì,贵 guì
4759,quiet,安静,ānjìng,安静 ānjìng
4760,small,小,xiǎo,小 xiǎo
4761,narrow,窄,zhǎi,窄 zhǎi
4762,low,低,dī,低 dī
4763,thin,瘦,shòu,瘦 shòu
4764,heavy,重,zhòng,重 zhòng
4765,bad,坏,huài,坏 huài
4766,slow,慢,màn,慢 màn
4767,wrong,错误,cuòwù,错误 cuòwù
4768,dirty,脏,zāng,脏 zāng
4769,ugly,丑,chǒu,丑 chǒu
4770,cheap,便宜,piányi,便宜 piányi
4771,noisy,吵闹,chǎonào,吵闹 chǎonào
4772,new,新,xīn,新 xīn
4773,easy,容易,róngyì,容易 róngyì
4774,free,空闲,kòngxián,空闲 kòngxián
4775,strong,强壮,qiángzhuàng,强壮 qiángzhuàng
4776,young,年轻,niánqīng,年轻 niánqīng
4777,better,更好,gènghǎo,更好 gènghǎo
4778,interesting,有趣,yǒuqù,有趣 yǒuqù
4779,sick,生病的,shēngbìngde,生病的 shēngbìngde
4780,beginning,开始,kāishǐ,开始 kāishǐ
4781,empty,空,kōng,空 kōng
4782,old,旧,jiù,旧 jiù
4783,difficult,困难,kùnnán,困难 kùnnán
4784,occupied,忙碌,mánglù,忙碌 mánglù
4785,weak,虚弱,xūruò,虚弱 xūruò
4786,worse,更差,gèngchà,更差 gèngchà
4787,boring,厌恶,yànwù,厌恶 yànwù
4788,well,健康的,jiànkāngde,健康的 jiànkāngde
4789,end,结束,jiéshù,结束 jiéshù
4790,Yes,是,shì,是 shì
4791,No,不,bù,不 bù
4792,Maybe,也许,yěxǔ,也许 yěxǔ
4793,Please,请,qǐng,请 qǐng
4794,Thank you,谢谢,xièxiè,谢谢 xièxiè
4795,You’re welcome,不用谢,búyòngxiè,不用谢 búyòngxiè
4796,Excuse me,抱歉打扰一下,"； bàoqiàn, dǎrǎoyíxià","抱歉打扰一下 ； bàoqiàn, dǎrǎoyíxià"
4797,I’m sorry,对不起,duìbuqǐ,对不起 duìbuqǐ
